Mod:Item:MetaData, Localized Name
evilcraft:colossalBloodChest:0, Colossal Blood Chest
evilcraft:reinforcedUndeadPlank:0, Reinforced Undead Plank
evilcraft:sanguinaryEnvironmentalAccumulator:0, Sanguinary Environmental Acc.
evilcraft:boxOfEternalClosure:0, Box of Eternal Closure
evilcraft:boxOfEternalClosure:0, Box of Eternal Closure
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock:0, ME Fluid Interface
extracells:ecbaseblock:1, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive [WIP]
extracells:vibrantchamberfluid, Fluid Vibration Chamber
ExtraUtilities:chestMini, Mini-Chest
ExtraUtilities:chestFull, Slightly Larger Chest
ExtraUtilities:enderCollector, Ender Collector
ExtraUtilities:endConstructor:0, QED (Quasar Entanglement Device)
ExtraUtilities:endConstructor:2, Ender-Flux Crystal
ExtraUtilities:endMarker, Ender-Marker
ExtraUtilities:curtains, Blackout Curtains
ExtraUtilities:angelBlock, Angel Block
ExtraUtilities:budoff:0, Block Update Detector
ExtraUtilities:budoff:3, Block Update Detector (Advanced)
ExtraUtilities:chandelier, Chandelier
ExtraUtilities:decorativeBlock1:0, Edged Stone Bricks
ExtraUtilities:decorativeBlock1:1, Ender-infused Obsidian
ExtraUtilities:decorativeBlock1:2, Burnt Quartz
ExtraUtilities:decorativeBlock1:3, Frosted Stone
ExtraUtilities:decorativeBlock1:4, Border Stone
ExtraUtilities:decorativeBlock1:5, Unstable Ingot Block
ExtraUtilities:decorativeBlock1:6, Gravel Bricks
ExtraUtilities:decorativeBlock1:7, Border Stone (Alternate)
ExtraUtilities:decorativeBlock1:8, Magical Wood
ExtraUtilities:decorativeBlock1:9, Sandy Glass
ExtraUtilities:decorativeBlock1:10, Gravel Road
ExtraUtilities:decorativeBlock1:11, Ender Core
ExtraUtilities:decorativeBlock1:12, Diamond-Etched Computational Matrix
ExtraUtilities:decorativeBlock1:13, Ender-Sand Alloy
ExtraUtilities:decorativeBlock1:14, Carved 'Eminence' Stone
ExtraUtilities:decorativeBlock2:0, Thickened Glass
ExtraUtilities:decorativeBlock2:1, Edged Glass
ExtraUtilities:decorativeBlock2:2, Glass Bricks
ExtraUtilities:decorativeBlock2:3, Carved Glass
ExtraUtilities:decorativeBlock2:4, Golden Edged Glass
ExtraUtilities:decorativeBlock2:5, Obsidian Glass
ExtraUtilities:decorativeBlock2:6, Swirling Glass
ExtraUtilities:decorativeBlock2:7, Glowstone Glass
ExtraUtilities:decorativeBlock2:8, Heart Glass
ExtraUtilities:decorativeBlock2:9, Square Glass
ExtraUtilities:decorativeBlock2:10, Dark Glass
ExtraUtilities:decorativeBlock2:11, Reinforced Dark Glass
ExtraUtilities:pureLove, tile.extrautils:pureLove.name
ExtraUtilities:block_bedrockium, Block of Bedrockium
ExtraUtilities:datablock, tile.extrautils:datablock.name
ExtraUtilities:colorStoneBrick:0, Colored Stone Bricks (White Frequency)
ExtraUtilities:colorStoneBrick:1, Colored Stone Bricks (Orange Frequency)
ExtraUtilities:colorStoneBrick:2, Colored Stone Bricks (Magenta Frequency)
ExtraUtilities:colorStoneBrick:3, Colored Stone Bricks (Light Blue Frequency)
ExtraUtilities:colorStoneBrick:4, Colored Stone Bricks (Yellow Frequency)
ExtraUtilities:colorStoneBrick:5, Colored Stone Bricks (Lime Frequency)
ExtraUtilities:colorStoneBrick:6, Colored Stone Bricks (Pink Frequency)
ExtraUtilities:colorStoneBrick:7, Colored Stone Bricks (Gray Frequency)
ExtraUtilities:colorStoneBrick:8, Colored Stone Bricks (Light Gray Frequency)
ExtraUtilities:colorStoneBrick:9, Colored Stone Bricks (Cyan Frequency)
ExtraUtilities:colorStoneBrick:10, Colored Stone Bricks (Purple Frequency)
ExtraUtilities:colorStoneBrick:11, Colored Stone Bricks (Blue Frequency)
ExtraUtilities:colorStoneBrick:12, Colored Stone Bricks (Brown Frequency)
ExtraUtilities:colorStoneBrick:13, Colored Stone Bricks (Green Frequency)
ExtraUtilities:colorStoneBrick:14, Colored Stone Bricks (Red Frequency)
ExtraUtilities:colorStoneBrick:15, Colored Stone Bricks (Black Frequency)
ExtraUtilities:colorWoodPlanks:0, Colored Oak Wood Planks (White Frequency)
ExtraUtilities:colorWoodPlanks:1, Colored Oak Wood Planks (Orange Frequency)
ExtraUtilities:colorWoodPlanks:2, Colored Oak Wood Planks (Magenta Frequency)
ExtraUtilities:colorWoodPlanks:3, Colored Oak Wood Planks (Light Blue Frequency)
ExtraUtilities:colorWoodPlanks:4, Colored Oak Wood Planks (Yellow Frequency)
ExtraUtilities:colorWoodPlanks:5, Colored Oak Wood Planks (Lime Frequency)
ExtraUtilities:colorWoodPlanks:6, Colored Oak Wood Planks (Pink Frequency)
ExtraUtilities:colorWoodPlanks:7, Colored Oak Wood Planks (Gray Frequency)
ExtraUtilities:colorWoodPlanks:8, Colored Oak Wood Planks (Light Gray Frequency)
ExtraUtilities:colorWoodPlanks:9, Colored Oak Wood Planks (Cyan Frequency)
ExtraUtilities:colorWoodPlanks:10, Colored Oak Wood Planks (Purple Frequency)
ExtraUtilities:colorWoodPlanks:11, Colored Oak Wood Planks (Blue Frequency)
ExtraUtilities:colorWoodPlanks:12, Colored Oak Wood Planks (Brown Frequency)
ExtraUtilities:colorWoodPlanks:13, Colored Oak Wood Planks (Green Frequency)
ExtraUtilities:colorWoodPlanks:14, Colored Oak Wood Planks (Red Frequency)
ExtraUtilities:colorWoodPlanks:15, Colored Oak Wood Planks (Black Frequency)
ExtraUtilities:color_lightgem:0, Colored Glowstone (White Frequency)
ExtraUtilities:color_lightgem:1, Colored Glowstone (Orange Frequency)
ExtraUtilities:color_lightgem:2, Colored Glowstone (Magenta Frequency)
ExtraUtilities:color_lightgem:3, Colored Glowstone (Light Blue Frequency)
ExtraUtilities:color_lightgem:4, Colored Glowstone (Yellow Frequency)
ExtraUtilities:color_lightgem:5, Colored Glowstone (Lime Frequency)
ExtraUtilities:color_lightgem:6, Colored Glowstone (Pink Frequency)
ExtraUtilities:color_lightgem:7, Colored Glowstone (Gray Frequency)
ExtraUtilities:color_lightgem:8, Colored Glowstone (Light Gray Frequency)
ExtraUtilities:color_lightgem:9, Colored Glowstone (Cyan Frequency)
ExtraUtilities:color_lightgem:10, Colored Glowstone (Purple Frequency)
ExtraUtilities:color_lightgem:11, Colored Glowstone (Blue Frequency)
ExtraUtilities:color_lightgem:12, Colored Glowstone (Brown Frequency)
ExtraUtilities:color_lightgem:13, Colored Glowstone (Green Frequency)
ExtraUtilities:color_lightgem:14, Colored Glowstone (Red Frequency)
ExtraUtilities:color_lightgem:15, Colored Glowstone (Black Frequency)
ExtraUtilities:color_stone:0, Colored Stone (White Frequency)
ExtraUtilities:color_stone:1, Colored Stone (Orange Frequency)
ExtraUtilities:color_stone:2, Colored Stone (Magenta Frequency)
ExtraUtilities:color_stone:3, Colored Stone (Light Blue Frequency)
ExtraUtilities:color_stone:4, Colored Stone (Yellow Frequency)
ExtraUtilities:color_stone:5, Colored Stone (Lime Frequency)
ExtraUtilities:color_stone:6, Colored Stone (Pink Frequency)
ExtraUtilities:color_stone:7, Colored Stone (Gray Frequency)
ExtraUtilities:color_stone:8, Colored Stone (Light Gray Frequency)
ExtraUtilities:color_stone:9, Colored Stone (Cyan Frequency)
ExtraUtilities:color_stone:10, Colored Stone (Purple Frequency)
ExtraUtilities:color_stone:11, Colored Stone (Blue Frequency)
ExtraUtilities:color_stone:12, Colored Stone (Brown Frequency)
ExtraUtilities:color_stone:13, Colored Stone (Green Frequency)
ExtraUtilities:color_stone:14, Colored Stone (Red Frequency)
ExtraUtilities:color_stone:15, Colored Stone (Black Frequency)
ExtraUtilities:color_quartzBlock:0, Colored Block of Quartz (White Frequency)
ExtraUtilities:color_quartzBlock:1, Colored Block of Quartz (Orange Frequency)
ExtraUtilities:color_quartzBlock:2, Colored Block of Quartz (Magenta Frequency)
ExtraUtilities:color_quartzBlock:3, Colored Block of Quartz (Light Blue Frequency)
ExtraUtilities:color_quartzBlock:4, Colored Block of Quartz (Yellow Frequency)
ExtraUtilities:color_quartzBlock:5, Colored Block of Quartz (Lime Frequency)
ExtraUtilities:color_quartzBlock:6, Colored Block of Quartz (Pink Frequency)
ExtraUtilities:color_quartzBlock:7, Colored Block of Quartz (Gray Frequency)
ExtraUtilities:color_quartzBlock:8, Colored Block of Quartz (Light Gray Frequency)
ExtraUtilities:color_quartzBlock:9, Colored Block of Quartz (Cyan Frequency)
ExtraUtilities:color_quartzBlock:10, Colored Block of Quartz (Purple Frequency)
ExtraUtilities:color_quartzBlock:11, Colored Block of Quartz (Blue Frequency)
ExtraUtilities:color_quartzBlock:12, Colored Block of Quartz (Brown Frequency)
ExtraUtilities:color_quartzBlock:13, Colored Block of Quartz (Green Frequency)
ExtraUtilities:color_quartzBlock:14, Colored Block of Quartz (Red Frequency)
ExtraUtilities:color_quartzBlock:15, Colored Block of Quartz (Black Frequency)
ExtraUtilities:color_hellsand:0, Colored Soul Sand (White Frequency)
ExtraUtilities:color_hellsand:1, Colored Soul Sand (Orange Frequency)
ExtraUtilities:color_hellsand:2, Colored Soul Sand (Magenta Frequency)
ExtraUtilities:color_hellsand:3, Colored Soul Sand (Light Blue Frequency)
ExtraUtilities:color_hellsand:4, Colored Soul Sand (Yellow Frequency)
ExtraUtilities:color_hellsand:5, Colored Soul Sand (Lime Frequency)
ExtraUtilities:color_hellsand:6, Colored Soul Sand (Pink Frequency)
ExtraUtilities:color_hellsand:7, Colored Soul Sand (Gray Frequency)
ExtraUtilities:color_hellsand:8, Colored Soul Sand (Light Gray Frequency)
ExtraUtilities:color_hellsand:9, Colored Soul Sand (Cyan Frequency)
ExtraUtilities:color_hellsand:10, Colored Soul Sand (Purple Frequency)
ExtraUtilities:color_hellsand:11, Colored Soul Sand (Blue Frequency)
ExtraUtilities:color_hellsand:12, Colored Soul Sand (Brown Frequency)
ExtraUtilities:color_hellsand:13, Colored Soul Sand (Green Frequency)
ExtraUtilities:color_hellsand:14, Colored Soul Sand (Red Frequency)
ExtraUtilities:color_hellsand:15, Colored Soul Sand (Black Frequency)
ExtraUtilities:color_redstoneLight:0, Colored Redstone Lamp (White Frequency)
ExtraUtilities:color_redstoneLight:1, Colored Redstone Lamp (Orange Frequency)
ExtraUtilities:color_redstoneLight:2, Colored Redstone Lamp (Magenta Frequency)
ExtraUtilities:color_redstoneLight:3, Colored Redstone Lamp (Light Blue Frequency)
ExtraUtilities:color_redstoneLight:4, Colored Redstone Lamp (Yellow Frequency)
ExtraUtilities:color_redstoneLight:5, Colored Redstone Lamp (Lime Frequency)
ExtraUtilities:color_redstoneLight:6, Colored Redstone Lamp (Pink Frequency)
ExtraUtilities:color_redstoneLight:7, Colored Redstone Lamp (Gray Frequency)
ExtraUtilities:color_redstoneLight:8, Colored Redstone Lamp (Light Gray Frequency)
ExtraUtilities:color_redstoneLight:9, Colored Redstone Lamp (Cyan Frequency)
ExtraUtilities:color_redstoneLight:10, Colored Redstone Lamp (Purple Frequency)
ExtraUtilities:color_redstoneLight:11, Colored Redstone Lamp (Blue Frequency)
ExtraUtilities:color_redstoneLight:12, Colored Redstone Lamp (Brown Frequency)
ExtraUtilities:color_redstoneLight:13, Colored Redstone Lamp (Green Frequency)
ExtraUtilities:color_redstoneLight:14, Colored Redstone Lamp (Red Frequency)
ExtraUtilities:color_redstoneLight:15, Colored Redstone Lamp (Black Frequency)
ExtraUtilities:color_brick:0, Colored Bricks (White Frequency)
ExtraUtilities:color_brick:1, Colored Bricks (Orange Frequency)
ExtraUtilities:color_brick:2, Colored Bricks (Magenta Frequency)
ExtraUtilities:color_brick:3, Colored Bricks (Light Blue Frequency)
ExtraUtilities:color_brick:4, Colored Bricks (Yellow Frequency)
ExtraUtilities:color_brick:5, Colored Bricks (Lime Frequency)
ExtraUtilities:color_brick:6, Colored Bricks (Pink Frequency)
ExtraUtilities:color_brick:7, Colored Bricks (Gray Frequency)
ExtraUtilities:color_brick:8, Colored Bricks (Light Gray Frequency)
ExtraUtilities:color_brick:9, Colored Bricks (Cyan Frequency)
ExtraUtilities:color_brick:10, Colored Bricks (Purple Frequency)
ExtraUtilities:color_brick:11, Colored Bricks (Blue Frequency)
ExtraUtilities:color_brick:12, Colored Bricks (Brown Frequency)
ExtraUtilities:color_brick:13, Colored Bricks (Green Frequency)
ExtraUtilities:color_brick:14, Colored Bricks (Red Frequency)
ExtraUtilities:color_brick:15, Colored Bricks (Black Frequency)
ExtraUtilities:color_stonebrick:0, Colored Cobblestone (White Frequency)
ExtraUtilities:color_stonebrick:1, Colored Cobblestone (Orange Frequency)
ExtraUtilities:color_stonebrick:2, Colored Cobblestone (Magenta Frequency)
ExtraUtilities:color_stonebrick:3, Colored Cobblestone (Light Blue Frequency)
ExtraUtilities:color_stonebrick:4, Colored Cobblestone (Yellow Frequency)
ExtraUtilities:color_stonebrick:5, Colored Cobblestone (Lime Frequency)
ExtraUtilities:color_stonebrick:6, Colored Cobblestone (Pink Frequency)
ExtraUtilities:color_stonebrick:7, Colored Cobblestone (Gray Frequency)
ExtraUtilities:color_stonebrick:8, Colored Cobblestone (Light Gray Frequency)
ExtraUtilities:color_stonebrick:9, Colored Cobblestone (Cyan Frequency)
ExtraUtilities:color_stonebrick:10, Colored Cobblestone (Purple Frequency)
ExtraUtilities:color_stonebrick:11, Colored Cobblestone (Blue Frequency)
ExtraUtilities:color_stonebrick:12, Colored Cobblestone (Brown Frequency)
ExtraUtilities:color_stonebrick:13, Colored Cobblestone (Green Frequency)
ExtraUtilities:color_stonebrick:14, Colored Cobblestone (Red Frequency)
ExtraUtilities:color_stonebrick:15, Colored Cobblestone (Black Frequency)
ExtraUtilities:color_blockLapis:0, Colored Lapis Lazuli Block (White Frequency)
ExtraUtilities:color_blockLapis:1, Colored Lapis Lazuli Block (Orange Frequency)
ExtraUtilities:color_blockLapis:2, Colored Lapis Lazuli Block (Magenta Frequency)
ExtraUtilities:color_blockLapis:3, Colored Lapis Lazuli Block (Light Blue Frequency)
ExtraUtilities:color_blockLapis:4, Colored Lapis Lazuli Block (Yellow Frequency)
ExtraUtilities:color_blockLapis:5, Colored Lapis Lazuli Block (Lime Frequency)
ExtraUtilities:color_blockLapis:6, Colored Lapis Lazuli Block (Pink Frequency)
ExtraUtilities:color_blockLapis:7, Colored Lapis Lazuli Block (Gray Frequency)
ExtraUtilities:color_blockLapis:8, Colored Lapis Lazuli Block (Light Gray Frequency)
ExtraUtilities:color_blockLapis:9, Colored Lapis Lazuli Block (Cyan Frequency)
ExtraUtilities:color_blockLapis:10, Colored Lapis Lazuli Block (Purple Frequency)
ExtraUtilities:color_blockLapis:11, Colored Lapis Lazuli Block (Blue Frequency)
ExtraUtilities:color_blockLapis:12, Colored Lapis Lazuli Block (Brown Frequency)
ExtraUtilities:color_blockLapis:13, Colored Lapis Lazuli Block (Green Frequency)
ExtraUtilities:color_blockLapis:14, Colored Lapis Lazuli Block (Red Frequency)
ExtraUtilities:color_blockLapis:15, Colored Lapis Lazuli Block (Black Frequency)
ExtraUtilities:color_obsidian:0, Colored Obsidian (White Frequency)
ExtraUtilities:color_obsidian:1, Colored Obsidian (Orange Frequency)
ExtraUtilities:color_obsidian:2, Colored Obsidian (Magenta Frequency)
ExtraUtilities:color_obsidian:3, Colored Obsidian (Light Blue Frequency)
ExtraUtilities:color_obsidian:4, Colored Obsidian (Yellow Frequency)
ExtraUtilities:color_obsidian:5, Colored Obsidian (Lime Frequency)
ExtraUtilities:color_obsidian:6, Colored Obsidian (Pink Frequency)
ExtraUtilities:color_obsidian:7, Colored Obsidian (Gray Frequency)
ExtraUtilities:color_obsidian:8, Colored Obsidian (Light Gray Frequency)
ExtraUtilities:color_obsidian:9, Colored Obsidian (Cyan Frequency)
ExtraUtilities:color_obsidian:10, Colored Obsidian (Purple Frequency)
ExtraUtilities:color_obsidian:11, Colored Obsidian (Blue Frequency)
ExtraUtilities:color_obsidian:12, Colored Obsidian (Brown Frequency)
ExtraUtilities:color_obsidian:13, Colored Obsidian (Green Frequency)
ExtraUtilities:color_obsidian:14, Colored Obsidian (Red Frequency)
ExtraUtilities:color_obsidian:15, Colored Obsidian (Black Frequency)
ExtraUtilities:color_blockRedstone:0, Colored Block of Redstone (White Frequency)
ExtraUtilities:color_blockRedstone:1, Colored Block of Redstone (Orange Frequency)
ExtraUtilities:color_blockRedstone:2, Colored Block of Redstone (Magenta Frequency)
ExtraUtilities:color_blockRedstone:3, Colored Block of Redstone (Light Blue Frequency)
ExtraUtilities:color_blockRedstone:4, Colored Block of Redstone (Yellow Frequency)
ExtraUtilities:color_blockRedstone:5, Colored Block of Redstone (Lime Frequency)
ExtraUtilities:color_blockRedstone:6, Colored Block of Redstone (Pink Frequency)
ExtraUtilities:color_blockRedstone:7, Colored Block of Redstone (Gray Frequency)
ExtraUtilities:color_blockRedstone:8, Colored Block of Redstone (Light Gray Frequency)
ExtraUtilities:color_blockRedstone:9, Colored Block of Redstone (Cyan Frequency)
ExtraUtilities:color_blockRedstone:10, Colored Block of Redstone (Purple Frequency)
ExtraUtilities:color_blockRedstone:11, Colored Block of Redstone (Blue Frequency)
ExtraUtilities:color_blockRedstone:12, Colored Block of Redstone (Brown Frequency)
ExtraUtilities:color_blockRedstone:13, Colored Block of Redstone (Green Frequency)
ExtraUtilities:color_blockRedstone:14, Colored Block of Redstone (Red Frequency)
ExtraUtilities:color_blockRedstone:15, Colored Block of Redstone (Black Frequency)
ExtraUtilities:color_blockCoal:0, Colored Block of Coal (White Frequency)
ExtraUtilities:color_blockCoal:1, Colored Block of Coal (Orange Frequency)
ExtraUtilities:color_blockCoal:2, Colored Block of Coal (Magenta Frequency)
ExtraUtilities:color_blockCoal:3, Colored Block of Coal (Light Blue Frequency)
ExtraUtilities:color_blockCoal:4, Colored Block of Coal (Yellow Frequency)
ExtraUtilities:color_blockCoal:5, Colored Block of Coal (Lime Frequency)
ExtraUtilities:color_blockCoal:6, Colored Block of Coal (Pink Frequency)
ExtraUtilities:color_blockCoal:7, Colored Block of Coal (Gray Frequency)
ExtraUtilities:color_blockCoal:8, Colored Block of Coal (Light Gray Frequency)
ExtraUtilities:color_blockCoal:9, Colored Block of Coal (Cyan Frequency)
ExtraUtilities:color_blockCoal:10, Colored Block of Coal (Purple Frequency)
ExtraUtilities:color_blockCoal:11, Colored Block of Coal (Blue Frequency)
ExtraUtilities:color_blockCoal:12, Colored Block of Coal (Brown Frequency)
ExtraUtilities:color_blockCoal:13, Colored Block of Coal (Green Frequency)
ExtraUtilities:color_blockCoal:14, Colored Block of Coal (Red Frequency)
ExtraUtilities:color_blockCoal:15, Colored Block of Coal (Black Frequency)
ExtraUtilities:cobblestone_compressed:0, Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:1, Double Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:2, Triple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:3, Quadruple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:4, Quintuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:5, Sextuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:6, Septuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:7, Octuple Compressed Cobblestone
ExtraUtilities:cobblestone_compressed:8, Compressed Dirt
ExtraUtilities:cobblestone_compressed:9, Double Compressed Dirt
ExtraUtilities:cobblestone_compressed:10, Triple Compressed Dirt
ExtraUtilities:cobblestone_compressed:11, Quadruple Compressed Dirt
ExtraUtilities:cobblestone_compressed:12, Compressed Gravel
ExtraUtilities:cobblestone_compressed:13, Double Compressed Gravel
ExtraUtilities:cobblestone_compressed:14, Compressed Sand
ExtraUtilities:cobblestone_compressed:15, Double Compressed Sand
ExtraUtilities:conveyor, Conveyor Belt
ExtraUtilities:filing:0, Filing Cabinet
ExtraUtilities:filing:1, Filing Cabinet (Advanced)
ExtraUtilities:greenscreen:0, Lapis Caelestis Albus (White)
ExtraUtilities:greenscreen:1, Lapis Caelestis Aurantiacus (Orange)
ExtraUtilities:greenscreen:2, Lapis Caelestis Purpura Amethystinus (Magenta)
ExtraUtilities:greenscreen:3, Lapis Caelestis Caesicius (Light Blue)
ExtraUtilities:greenscreen:4, Lapis Caelestis Flavus (Yellow)
ExtraUtilities:greenscreen:5, Lapis Caelestis Viridis (Green)
ExtraUtilities:greenscreen:6, Lapis Caelestis Roseus (Pink)
ExtraUtilities:greenscreen:7, Lapis Caelestis Cinereus (Gray)
ExtraUtilities:greenscreen:8, Lapis Caelestis Lux Cinereus (Light Gray)
ExtraUtilities:greenscreen:9, Lapis Caelestis Callainus (Cyan)
ExtraUtilities:greenscreen:10, Lapis Caelestis Purpura (Purple)
ExtraUtilities:greenscreen:11, Lapis Caelestis Caeruleus (Blue)
ExtraUtilities:greenscreen:12, Lapis Caelestis Fuscus (Brown)
ExtraUtilities:greenscreen:13, Lapis Caelestis Paphiae Myrti (Dark Green)
ExtraUtilities:greenscreen:14, Lapis Caelestis Rufus (Red)
ExtraUtilities:greenscreen:15, Lapis Caelestis Nox (Black)
ExtraUtilities:peaceful_table_top, Peaceful Table
ExtraUtilities:trading_post, Trading Post
ExtraUtilities:sound_muffler:0, Sound Muffler
ExtraUtilities:sound_muffler:1, Rain Muffler
ExtraUtilities:extractor_base:0, Transfer Node (Items)
ExtraUtilities:extractor_base:6, Transfer Node (Liquids)
ExtraUtilities:extractor_base:12, Transfer Node (Energy)
ExtraUtilities:extractor_base:13, Transfer Node (Hyper Energy)
